Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,No,Travel_Rarely,270,Research & Development,4,3,Medical,1,698,3,Male,88,3,3,Manager,2,Single,10934,17209,5,Y,No,14,3,3,80,0,25,3,1,23,23,3,21
57,No,Travel_Frequently,657,Research & Development,6,2,Life Sciences,1,699,3,Male,69,3,2,Research Scientist,2,Married,4745,15201,2,Y,No,23,3,3,80,0,5,3,4,9,5,2,5
49,No,Non-Travel,454,Research & Development,29,2,Medical,1,700,2,Male,75,4,2,Research Scientist,4,Single,5356,5141,0,Y,No,25,3,1,80,1,0,2,3,1,0,4,0
51,No,Travel_Rarely,1365,Sales,28,5,Technical Degree,1,701,4,Male,91,3,5,Sales Executive,1,Married,4991,26364,2,Y,Yes,23,4,3,80,3,29,4,4,30,29,1,28
45,No,Travel_Frequently,384,Sales,23,4,Life Sciences,1,702,2,Female,78,3,4,Sales Executive,3,Divorced,6092,16628,2,Y,No,11,3,1,80,3,19,3,3,24,22,2,21
48,No,Travel_Rarely,1191,Research & Development,7,5,Life Sciences,1,703,3,Male,52,4,5,Research Scientist,3,Married,3286,29353,1,Y,No,19,3,4,80,2,1,4,1,3,3,1,3
25,No,Travel_Rarely,1452,Sales,23,3,Medical,1,704,4,Female,73,4,3,Manager,2,Divorced,8892,13470,3,Y,No,19,2,4,80,0,10,1,3,10,6,4,6
56,No,Travel_Frequently,557,Research & Development,15,5,Life Sciences,1,705,4,Male,73,3,5,Research Scientist,3,Married,5262,18555,6,Y,No,23,2,4,80,2,23,0,3,16,16,5,14
43,No,Travel_Rarely,1060,Research & Development,20,2,Marketing,1,706,1,Male,48,3,2,Manufacturing Director,4,Married,8345,23237,1,Y,No,14,4,3,80,3,14,0,3,1,0,5,0
51,No,Travel_Rarely,1106,Sales,12,3,Marketing,1,707,3,Male,73,4,3,Sales Executive,4,Divorced,3717,15567,2,Y,No,20,2,2,80,0,10,1,4,5,3,1,1
20,No,Travel_Rarely,578,Research & Development,5,4,Life Sciences,1,708,3,Male,40,4,4,Laboratory Technician,2,Single,4261,27476,0,Y,No,20,3,4,80,1,15,3,4,8,7,6,5
29,No,Travel_Rarely,386,Human Resources,14,3,Life Sciences,1,709,3,Male,89,4,3,Manager,4,Divorced,10739,10933,6,Y,No,14,3,4,80,1,6,2,3,4,4,1,2
18,No,Travel_Rarely,132,Research & Development,16,3,Marketing,1,710,1,Female,67,4,3,Manager,4,Single,14776,23815,1,Y,No,22,4,2,80,0,20,4,4,19,17,1,17
22,No,Travel_Frequently,549,Research & Development,11,2,Life Sciences,1,711,4,Male,32,3,2,Research Director,2,Married,6955,9537,0,Y,No,17,3,3,80,1,35,1,4,28,27,2,26
47,No,Travel_Rarely,315,Sales,12,2,Life Sciences,1,712,3,Female,45,4,2,Sales Representative,2,Single,2166,29190,2,Y,No,14,4,3,80,3,15,2,4,20,20,4,18
47,No,Travel_Rarely,1150,Research & Development,19,4,Technical Degree,1,713,4,Male,38,2,4,Manufacturing Director,2,Married,8604,12114,0,Y,No,11,3,3,80,3,8,4,4,8,4,0,3
34,No,Travel_Rarely,1498,Human Resources,17,4,Life Sciences,1,714,2,Male,70,4,4,Human Resources,3,Married,3690,12889,1,Y,No,21,4,3,80,3,28,5,3,27,25,4,24
40,No,Travel_Rarely,498,Human Resources,24,4,Medical,1,715,2,Male,67,4,4,Human Resources,3,Married,5046,26966,0,Y,No,25,2,4,80,1,17,5,3,7,7,8,5
32,No,Travel_Frequently,438,Research & Development,26,4,Life Sciences,1,716,4,Male,98,3,4,Manager,2,Married,7643,2958,0,Y,No,23,3,2,80,1,39,4,4,30,29,1,27
54,No,Non-Travel,1037,Research & Development,27,4,Marketing,1,717,4,Male,94,4,4,Laboratory Technician,1,Married,3089,23054,0,Y,No,19,2,3,80,2,33,3,3,19,18,3,18
38,No,Non-Travel,1069,Research & Development,7,1,Life Sciences,1,718,4,Male,64,2,1,Research Scientist,2,Single,4456,10535,5,Y,Yes,12,3,4,80,1,22,5,4,26,22,1,21
31,No,Travel_Rarely,956,Research & Development,9,2,Human Resources,1,719,4,Male,64,1,2,Laboratory Technician,3,Married,3516,5481,6,Y,No,15,3,3,80,0,17,3,3,7,5,2,3
19,No,Non-Travel,1004,Research & Development,14,5,Technical Degree,1,720,2,Male,77,3,5,Research Scientist,3,Divorced,4007,19953,2,Y,No,14,2,4,80,2,31,5,2,20,18,0,16
28,Yes,Travel_Rarely,773,Research & Development,26,2,Life Sciences,1,721,2,Male,37,4,2,Research Scientist,3,Married,4950,9931,2,Y,No,18,2,1,80,0,36,0,3,27,27,11,26
56,No,Travel_Rarely,1405,Research & Development,20,4,Medical,1,722,2,Male,56,3,4,Manager,1,Divorced,12532,10647,3,Y,No,16,3,4,80,0,19,5,2,22,21,2,19
55,No,Travel_Frequently,870,Research & Development,12,3,Medical,1,723,4,Female,38,3,3,Research Scientist,3,Divorced,4379,23926,1,Y,No,25,3,2,80,0,3,3,1,5,4,6,3
51,No,Travel_Rarely,724,Human Resources,15,4,Medical,1,724,3,Female,59,4,4,Human Resources,2,Married,4467,10635,1,Y,No,17,3,4,80,3,8,1,4,2,0,0,0
55,No,Travel_Rarely,660,Sales,12,4,Other,1,725,2,Male,43,3,4,Manager,4,Married,15845,14484,3,Y,No,12,2,2,80,0,3,2,3,4,0,7,0
51,No,Non-Travel,649,Sales,21,3,Marketing,1,726,2,Male,52,4,3,Sales Representative,3,Single,3347,13107,1,Y,Yes,14,3,3,80,1,19,4,3,8,6,8,4
35,Yes,Travel_Frequently,1024,Research & Development,21,3,Life Sciences,1,727,4,Female,58,3,3,Manufacturing Director,1,Single,5513,28986,2,Y,Yes,24,3,3,80,3,6,3,3,6,5,5,3
47,Yes,Travel_Rarely,1323,Sales,29,4,Marketing,1,728,4,Female,55,3,4,Sales Executive,1,Single,8362,5481,2,Y,No,14,3,3,80,1,7,6,3,3,3,9,3
32,No,Travel_Frequently,655,Research & Development,23,3,Life Sciences,1,729,4,Male,44,3,3,Laboratory Technician,2,Married,4419,26315,2,Y,Yes,22,3,2,80,0,40,1,2,38,35,1,34
44,No,Travel_Frequently,580,Sales,13,3,Technical Degree,1,730,3,Female,96,4,3,Sales Executive,2,Married,6828,24077,4,Y,No,23,3,4,80,1,8,2,4,4,4,3,4
51,No,Non-Travel,945,Human Resources,9,4,Marketing,1,731,3,Male,45,2,4,Manager,3,Married,11945,3417,3,Y,No,12,4,3,80,0,10,2,4,10,6,4,4
55,No,Travel_Rarely,171,Research & Development,24,2,Life Sciences,1,732,2,Male,42,2,2,Laboratory Technician,4,Married,1338,24240,7,Y,No,20,3,4,80,0,14,3,4,14,14,4,13
50,No,Travel_Frequently,606,Sales,7,5,Life Sciences,1,733,2,Female,53,4,5,Sales Representative,2,Married,2240,9676,4,Y,No,14,3,2,80,3,40,3,2,33,32,8,31
41,No,Travel_Frequently,211,Sales,1,3,Technical Degree,1,734,1,Male,91,4,3,Sales Executive,3,Married,8771,9011,0,Y,No,19,3,4,80,0,21,3,3,12,10,1,8
32,No,Travel_Rarely,498,Sales,28,2,Technical Degree,1,735,2,Female,86,2,2,Manager,4,Married,9182,25093,3,Y,No,18,2,3,80,2,4,0,4,6,3,1,1
47,No,Travel_Rarely,452,Sales,10,4,Medical,1,736,3,Female,65,4,4,Manager,3,Single,11424,19054,3,Y,No,21,4,4,80,1,40,1,2,39,37,1,35
59,Yes,Travel_Rarely,1096,Research & Development,29,3,Life Sciences,1,737,4,Male,89,4,3,Laboratory Technician,1,Single,2598,23797,2,Y,Yes,24,3,3,80,0,7,0,2,5,2,8,0
34,No,Travel_Rarely,890,Research & Development,6,3,Medical,1,738,2,Male,51,3,3,Manager,2,Married,12830,24385,2,Y,No,11,3,2,80,1,39,4,4,38,35,10,34
22,No,Non-Travel,522,Research & Development,26,3,Life Sciences,1,739,4,Male,32,3,3,Manager,4,Married,13417,20668,0,Y,No,23,4,3,80,0,40,2,4,29,28,3,28
46,No,Travel_Rarely,1023,Sales,15,3,Life Sciences,1,740,3,Male,65,3,3,Sales Representative,4,Married,3378,14748,7,Y,Yes,18,2,4,80,0,32,2,3,21,20,3,19
21,No,Travel_Rarely,212,Research & Development,15,3,Life Sciences,1,741,3,Female,65,3,3,Research Scientist,1,Married,2961,23824,5,Y,No,24,3,4,80,1,31,2,2,24,20,4,19
27,No,Travel_Frequently,310,Sales,9,2,Life Sciences,1,742,3,Male,39,4,2,Manager,2,Married,12384,10291,2,Y,No,21,4,4,80,0,36,4,3,27,23,4,22
34,No,Travel_Rarely,1303,Research & Development,13,3,Medical,1,743,3,Male,50,2,3,Manufacturing Director,4,Single,11783,21171,0,Y,No,19,3,1,80,2,15,0,3,19,16,1,15
27,No,Travel_Rarely,1032,Research & Development,23,3,Human Resources,1,744,2,Female,78,3,3,Laboratory Technician,3,Single,4285,26241,4,Y,Yes,18,1,3,80,0,40,1,3,38,34,5,32
34,No,Travel_Rarely,526,Research & Development,1,4,Marketing,1,745,4,Male,38,3,4,Research Director,4,Married,10279,18791,1,Y,No,24,3,4,80,1,9,3,3,2,1,3,1
37,Yes,Travel_Rarely,429,Sales,9,4,Life Sciences,1,746,4,Female,81,3,4,Manager,2,Married,5048,2977,1,Y,No,25,1,2,80,2,16,5,3,4,0,3,0
41,No,Non-Travel,112,Research & Development,3,3,Medical,1,747,4,Male,77,3,3,Research Scientist,4,Married,4163,17793,3,Y,No,20,4,1,80,1,5,3,4,0,0,0,0
22,No,Travel_Frequently,1377,Research & Development,9,4,Medical,1,748,3,Female,89,4,4,Manager,4,Divorced,17926,29374,3,Y,No,11,2,4,80,3,21,2,4,14,12,6,12
51,No,Travel_Rarely,957,Research & Development,20,4,Life Sciences,1,749,4,Male,79,3,4,Laboratory Technician,2,Married,4884,23937,0,Y,No,18,3,3,80,1,38,3,3,25,25,7,23
23,No,Non-Travel,1360,Research & Development,25,4,Human Resources,1,750,3,Male,68,3,4,Manufacturing Director,3,Married,9107,26718,3,Y,Yes,22,3,4,80,3,1,5,2,2,0,4,0
19,No,Travel_Rarely,355,Research & Development,29,4,Medical,1,751,4,Male,45,2,4,Research Director,1,Single,7842,25836,3,Y,No,15,3,3,80,0,36,3,3,39,38,5,36
30,No,Travel_Rarely,230,Sales,15,3,Human Resources,1,752,3,Male,57,4,3,Sales Executive,3,Married,7109,29652,2,Y,Yes,19,4,4,80,3,40,2,2,40,38,3,37
60,No,Travel_Rarely,201,Research & Development,24,5,Medical,1,753,4,Female,35,3,5,Research Scientist,3,Married,5544,10911,1,Y,Yes,24,3,4,80,1,40,2,3,33,32,4,31
60,No,Non-Travel,391,Research & Development,7,1,Marketing,1,754,4,Female,90,4,1,Manufacturing Director,2,Married,10257,28035,0,Y,Yes,19,3,4,80,2,3,5,4,4,0,2,0
28,No,Travel_Rarely,1351,Sales,4,3,Life Sciences,1,755,4,Female,35,3,3,Sales Executive,3,Married,7656,26993,0,Y,No,16,3,2,80,3,36,3,3,30,27,6,27
40,Yes,Travel_Rarely,1250,Human Resources,25,4,Medical,1,756,1,Male,95,4,4,Manager,2,Single,15078,27680,0,Y,No,13,3,2,80,1,20,3,2,12,12,3,10
33,Yes,Travel_Rarely,747,Research & Development,20,2,Life Sciences,1,757,3,Male,69,4,2,Research Scientist,4,Married,4420,18928,1,Y,Yes,22,4,4,80,3,0,2,3,0,0,5,0
48,No,Travel_Rarely,766,Research & Development,17,3,Other,1,758,3,Male,91,1,3,Research Director,3,Divorced,9691,25537,1,Y,No,17,3,3,80,1,24,3,2,21,19,4,17
28,No,Non-Travel,1472,Sales,22,4,Technical Degree,1,759,1,Male,57,4,4,Sales Executive,4,Divorced,6036,8960,1,Y,Yes,13,3,4,80,1,25,2,2,14,14,5,14
33,No,Travel_Rarely,799,Human Resources,4,4,Other,1,760,3,Female,76,1,4,Human Resources,2,Married,6200,9544,1,Y,No,17,3,3,80,1,27,2,3,25,22,6,22
25,No,Travel_Frequently,284,Sales,26,4,Technical Degree,1,761,4,Male,38,3,4,Sales Representative,3,Married,3900,8302,1,Y,No,18,4,2,80,0,24,4,3,17,16,3,16
21,No,Travel_Rarely,452,Research & Development,19,4,Other,1,762,3,Male,81,3,4,Manufacturing Director,3,Married,9700,24289,1,Y,No,15,3,3,80,1,7,2,3,8,5,7,5
57,Yes,Travel_Frequently,809,Research & Development,28,2,Life Sciences,1,763,2,Male,44,4,2,Research Director,3,Married,6345,13480,3,Y,No,15,3,2,80,3,11,2,2,0,0,3,0
21,No,Travel_Frequently,779,Sales,5,1,Medical,1,764,3,Female,63,3,1,Sales Representative,3,Single,1951,27348,2,Y,No,24,3,4,80,2,5,5,4,8,6,11,4
42,No,Travel_Rarely,903,Research & Development,16,4,Technical Degree,1,765,1,Female,49,4,4,Research Scientist,3,Married,5989,11885,0,Y,No,14,3,4,80,2,22,1,3,22,22,6,20
20,No,Travel_Rarely,441,Research & Development,3,3,Marketing,1,766,3,Female,89,3,3,Research Scientist,4,Married,4738,27644,1,Y,Yes,13,4,1,80,1,9,3,4,1,0,1,0
49,Yes,Non-Travel,1266,Sales,11,4,Technical Degree,1,767,3,Male,87,3,4,Sales Executive,2,Divorced,7452,17870,3,Y,Yes,22,3,3,80,0,22,3,2,13,12,7,11
20,No,Travel_Frequently,212,Sales,25,2,Life Sciences,1,768,3,Male,96,3,2,Sales Representative,4,Married,3173,22607,1,Y,No,18,4,4,80,0,40,5,4,37,34,3,33
44,No,Travel_Rarely,362,Research & Development,28,3,Life Sciences,1,769,4,Female,31,4,3,Manager,3,Married,18305,17613,6,Y,No,21,3,4,80,0,40,4,3,39,38,13,37
46,No,Travel_Rarely,1313,Sales,22,3,Human Resources,1,770,2,Female,79,2,3,Sales Representative,3,Married,2598,3573,3,Y,No,16,3,3,80,0,22,3,3,17,16,5,15
49,No,Travel_Frequently,472,Research & Development,15,4,Medical,1,771,4,Male,43,3,4,Manager,3,Married,16019,23356,1,Y,Yes,24,4,3,80,2,18,2,3,15,12,0,11
36,No,Travel_Rarely,1483,Research & Development,19,3,Life Sciences,1,772,4,Female,85,3,3,Laboratory Technician,4,Married,3745,22177,2,Y,No,16,3,4,80,2,28,2,3,28,24,2,24
38,No,Travel_Rarely,1398,Sales,21,3,Technical Degree,1,773,1,Female,98,3,3,Sales Executive,3,Single,3638,25903,3,Y,Yes,12,3,3,80,0,19,5,3,10,7,3,5
22,No,Non-Travel,705,Research & Development,24,3,Human Resources,1,774,4,Female,73,2,3,Laboratory Technician,4,Married,2633,4653,0,Y,Yes,14,3,4,80,0,11,0,2,5,4,7,4
35,No,Non-Travel,550,Research & Development,14,2,Life Sciences,1,775,3,Female,75,2,2,Laboratory Technician,1,Divorced,2862,2540,1,Y,No,25,4,4,80,0,2,4,4,2,0,5,0
45,No,Travel_Frequently,962,Human Resources,16,2,Other,1,776,3,Male,35,3,2,Human Resources,3,Married,7303,4211,2,Y,No,15,1,4,80,0,8,2,2,13,11,2,10
59,No,Travel_Rarely,1463,Research & Development,24,3,Human Resources,1,777,2,Male,37,3,3,Manufacturing Director,2,Single,10945,29272,6,Y,No,21,3,4,80,1,11,1,3,1,1,4,0
39,Yes,Non-Travel,1436,Research & Development,6,3,Human Resources,1,778,3,Male,68,3,3,Manager,3,Married,13273,11750,1,Y,No,20,3,4,80,0,40,2,3,31,29,4,29
38,No,Travel_Rarely,1454,Human Resources,5,3,Human Resources,1,779,4,Female,73,4,3,Manager,3,Divorced,10118,10322,1,Y,No,15,3,1,80,0,39,1,3,30,26,0,24
23,No,Travel_Rarely,1172,Sales,21,3,Medical,1,780,2,Female,56,3,3,Sales Executive,3,Single,5086,12935,0,Y,Yes,13,3,2,80,3,6,6,4,10,9,1,8
18,Yes,Travel_Rarely,757,Sales,17,4,Medical,1,781,2,Female,45,3,4,Sales Representative,3,Married,4023,23927,2,Y,No,20,3,1,80,0,32,4,4,21,18,2,17
22,No,Travel_Frequently,250,Sales,16,5,Life Sciences,1,782,2,Male,68,4,5,Sales Representative,2,Divorced,1843,5820,3,Y,No,15,4,2,80,2,0,3,1,2,0,1,0
58,No,Travel_Rarely,451,Research & Development,2,3,Life Sciences,1,783,3,Female,30,3,3,Manager,3,Married,11625,20615,1,Y,No,15,3,1,80,1,27,3,3,30,26,1,25
29,No,Non-Travel,424,Sales,28,3,Medical,1,784,4,Female,80,4,3,Manager,3,Divorced,19999,27401,3,Y,No,12,3,3,80,0,31,3,4,32,30,0,30
43,No,Non-Travel,966,Research & Development,11,2,Medical,1,785,3,Female,92,3,2,Manufacturing Director,2,Divorced,6752,21102,1,Y,No,15,4,1,80,2,34,4,3,23,22,8,21
51,No,Travel_Rarely,1245,Sales,4,4,Life Sciences,1,786,2,Female,62,4,4,Sales Executive,2,Married,4329,9690,3,Y,No,13,3,3,80,1,11,4,3,0,0,1,0
31,No,Non-Travel,1106,Research & Development,6,3,Medical,1,787,3,Female,79,4,3,Manufacturing Director,4,Married,3762,3022,1,Y,Yes,25,3,4,80,0,28,2,4,14,14,1,14
43,No,Non-Travel,499,Research & Development,27,3,Life Sciences,1,788,3,Male,83,4,3,Research Director,4,Single,17212,29177,4,Y,Yes,13,3,4,80,0,36,2,3,36,34,1,33
44,No,Travel_Rarely,747,Research & Development,7,4,Other,1,789,1,Male,56,4,4,Laboratory Technician,2,Single,3866,7354,4,Y,No,15,3,4,80,2,21,3,2,26,26,3,24
26,No,Travel_Rarely,1322,Research & Development,17,2,Life Sciences,1,790,3,Male,48,1,2,Laboratory Technician,2,Married,2587,6226,4,Y,No,19,3,2,80,1,38,5,4,37,34,3,32
43,No,Travel_Rarely,514,Sales,8,4,Marketing,1,791,2,Male,57,2,4,Sales Executive,2,Single,6602,27272,1,Y,No,24,3,3,80,1,35,3,4,26,25,1,24
39,No,Travel_Rarely,138,Research & Development,28,3,Medical,1,792,4,Female,52,4,3,Laboratory Technician,4,Married,2803,11229,3,Y,No,12,2,3,80,0,12,4,4,11,11,4,11
47,Yes,Travel_Frequently,288,Research & Development,1,4,Life Sciences,1,793,3,Female,93,3,4,Research Scientist,4,Divorced,1984,2813,2,Y,No,19,4,3,80,0,15,4,3,2,0,5,0
60,No,Travel_Rarely,521,Research & Development,25,2,Human Resources,1,794,4,Male,68,4,2,Research Director,1,Divorced,12364,22221,8,Y,No,13,3,3,80,2,40,3,4,29,27,2,25
34,No,Non-Travel,826,Research & Development,15,5,Medical,1,795,4,Male,78,1,5,Manufacturing Director,4,Married,8081,10850,1,Y,No,23,3,1,80,2,36,4,4,31,28,4,27
43,No,Non-Travel,1235,Sales,20,4,Medical,1,796,4,Female,88,4,4,Sales Representative,1,Divorced,3634,29003,4,Y,Yes,22,3,2,80,1,30,2,4,22,18,3,18
53,No,Travel_Rarely,288,Sales,12,3,Life Sciences,1,797,2,Male,49,2,3,Sales Representative,2,Divorced,3005,19467,1,Y,No,17,3,4,80,0,8,2,3,1,0,1,0
18,Yes,Travel_Rarely,572,Sales,15,3,Medical,1,798,4,Male,90,3,3,Sales Representative,4,Married,3118,4974,1,Y,No,22,3,4,80,3,20,4,4,6,4,5,2
25,No,Travel_Rarely,1203,Sales,23,3,Life Sciences,1,799,4,Male,38,4,3,Manager,4,Single,3954,27759,0,Y,Yes,24,2,3,80,1,36,1,4,33,29,6,27
52,No,Travel_Rarely,1499,Sales,27,4,Medical,1,800,4,Male,52,2,4,Sales Representative,4,Married,3817,23950,1,Y,No,11,3,2,80,2,34,2,2,31,30,4,30
32,No,Travel_Rarely,911,Research & Development,22,4,Medical,1,801,1,Male,36,3,4,Manager,3,Married,8082,25065,0,Y,No,11,2,3,80,0,40,3,3,38,34,2,32
39,No,Travel_Rarely,431,Sales,15,3,Other,1,802,2,Male,60,2,3,Manager,2,Married,9004,4624,0,Y,No,18,3,1,80,1,37,2,4,31,30,9,30
31,No,Travel_Rarely,1250,Sales,29,5,Marketing,1,803,4,Male,89,4,5,Manager,4,Married,10099,7505,0,Y,No,19,3,4,80,3,17,5,4,13,11,3,10
43,Yes,Travel_Rarely,1441,Research & Development,9,1,Life Sciences,1,804,2,Female,90,4,1,Manufacturing Director,3,Single,3059,15381,4,Y,Yes,13,3,4,80,0,2,5,4,2,0,1,0
45,No,Non-Travel,1059,Sales,16,1,Life Sciences,1,805,2,Male,55,4,1,Manager,2,Married,9902,9549,2,Y,No,16,3,1,80,2,40,3,2,31,29,2,27
40,No,Travel_Rarely,421,Sales,2,5,Medical,1,806,3,Female,83,3,5,Sales Executive,3,Divorced,5630,4732,4,Y,No,25,4,2,80,2,31,3,3,35,32,5,31
31,No,Travel_Rarely,576,Research & Development,15,4,Life Sciences,1,807,4,Male,60,3,4,Research Director,4,Married,8866,20381,2,Y,Yes,24,4,3,80,0,30,3,3,16,12,7,12
41,No,Travel_Rarely,927,Research & Development,15,3,Life Sciences,1,808,3,Male,70,1,3,Manufacturing Director,4,Divorced,3917,12203,4,Y,No,13,3,2,80,2,5,2,4,2,2,2,2
19,Yes,Travel_Rarely,615,Research & Development,27,4,Technical Degree,1,809,4,Female,57,3,4,Research Director,3,Divorced,12783,27824,2,Y,Yes,16,3,4,80,0,22,1,1,9,9,1,7
43,No,Travel_Rarely,435,Human Resources,7,5,Life Sciences,1,810,3,Male,35,3,5,Human Resources,4,Divorced,6156,26059,0,Y,No,17,2,4,80,2,39,3,4,39,37,4,37
31,No,Travel_Rarely,1196,Sales,27,4,Other,1,811,2,Male,63,4,4,Manager,1,Divorced,8889,13928,2,Y,No,15,2,2,80,3,13,3,3,17,13,9,13
24,No,Travel_Rarely,566,Research & Development,21,4,Life Sciences,1,812,3,Male,38,3,4,Manufacturing Director,3,Divorced,6604,15457,3,Y,No,13,3,1,80,3,11,2,4,2,1,1,0
20,No,Travel_Rarely,825,Sales,13,4,Human Resources,1,813,3,Female,41,2,4,Sales Executive,3,Married,8760,28989,2,Y,No,18,3,4,80,2,40,4,3,38,38,6,37
40,No,Travel_Rarely,109,Research & Development,23,2,Marketing,1,814,3,Male,45,3,2,Manager,1,Single,11073,26161,4,Y,No,23,3,3,80,1,19,3,4,9,7,3,6
60,Yes,Travel_Rarely,265,Research & Development,17,4,Technical Degree,1,815,3,Male,60,3,4,Manager,4,Married,7534,6343,3,Y,Yes,15,3,3,80,2,10,2,4,8,8,6,6
35,No,Travel_Rarely,882,Sales,11,3,Life Sciences,1,816,2,Female,62,2,3,Sales Representative,4,Married,2924,26587,1,Y,No,11,2,2,80,2,14,3,4,10,10,3,9
55,No,Travel_Frequently,1420,Sales,27,5,Other,1,817,2,Male,36,2,5,Manager,2,Single,8083,28586,4,Y,Yes,22,4,2,80,0,36,2,2,32,32,2,31
52,Yes,Travel_Rarely,459,Research & Development,10,3,Other,1,818,4,Female,32,1,3,Laboratory Technician,4,Single,2756,5607,3,Y,Yes,25,2,4,80,0,40,2,2,35,33,5,33
32,No,Travel_Rarely,182,Research & Development,25,4,Marketing,1,819,3,Female,49,4,4,Research Director,3,Divorced,9848,27312,0,Y,No,19,2,3,80,1,29,4,4,25,23,9,22
42,No,Travel_Frequently,875,Research & Development,1,3,Medical,1,820,1,Female,34,3,3,Laboratory Technician,3,Divorced,4607,2509,2,Y,No,13,3,2,80,0,29,5,3,26,23,2,21
54,No,Non-Travel,1400,Research & Development,14,2,Technical Degree,1,821,2,Male,96,4,2,Research Director,4,Divorced,16069,11460,3,Y,No,12,4,2,80,3,40,2,4,37,34,3,33
45,No,Non-Travel,1022,Research & Development,5,3,Life Sciences,1,822,3,Female,67,3,3,Research Director,2,Married,14087,8094,2,Y,Yes,13,3,3,80,1,16,5,4,21,18,1,16
27,No,Travel_Rarely,1000,Research & Development,8,5,Marketing,1,823,4,Male,85,4,5,Research Director,4,Single,9784,14458,6,Y,No,17,3,4,80,0,23,2,4,25,25,1,25
56,No,Travel_Rarely,1023,Research & Development,1,5,Other,1,824,3,Male,52,2,5,Laboratory Technician,2,Single,5870,7745,0,Y,No,22,3,2,80,1,18,1,3,21,17,6,17
34,Yes,Travel_Rarely,1172,Research & Development,7,3,Medical,1,825,1,Male,31,3,3,Manufacturing Director,4,Single,9339,23200,3,Y,Yes,21,3,4,80,3,8,1,4,4,2,1,1
56,No,Travel_Frequently,926,Research & Development,2,5,Life Sciences,1,826,3,Female,50,3,5,Laboratory Technician,3,Single,2471,5042,4,Y,No,22,4,2,80,3,40,2,1,34,31,6,31
39,Yes,Travel_Frequently,1119,Research & Development,7,4,Medical,1,827,4,Male,43,2,4,Manufacturing Director,1,Single,8226,6910,3,Y,Yes,20,3,3,80,0,13,2,3,1,0,2,0
43,No,Travel_Rarely,1204,Sales,7,4,Technical Degree,1,828,3,Male,91,4,4,Manager,3,Divorced,9635,8572,1,Y,No,18,4,4,80,2,40,5,2,34,31,14,31
42,No,Travel_Rarely,781,Sales,9,1,Life Sciences,1,829,2,Male,40,4,1,Sales Representative,2,Married,1876,19442,1,Y,No,12,3,4,80,1,8,2,4,8,5,1,3
34,No,Travel_Rarely,1148,Research & Development,22,5,Life Sciences,1,830,4,Female,33,3,5,Manufacturing Director,1,Single,5181,6300,2,Y,No,24,3,2,80,1,13,2,4,17,13,0,13
30,No,Travel_Rarely,1353,Research & Development,4,4,Life Sciences,1,831,3,Female,76,3,4,Manager,1,Single,11469,11081,1,Y,Yes,23,3,2,80,2,15,3,3,11,8,0,7
37,Yes,Non-Travel,539,Research & Development,23,5,Technical Degree,1,832,2,Female,49,3,5,Manufacturing Director,4,Married,9810,23887,5,Y,Yes,17,4,1,80,0,0,2,3,2,2,7,1
42,No,Travel_Rarely,1423,Research & Development,7,4,Life Sciences,1,833,2,Male,81,4,4,Manager,4,Single,15845,21336,0,Y,Yes,21,3,4,80,1,20,3,4,17,17,2,16
21,No,Travel_Rarely,1047,Research & Development,20,4,Marketing,1,834,3,Male,45,4,4,Laboratory Technician,4,Divorced,2193,29913,2,Y,Yes,15,3,1,80,0,40,2,4,37,37,0,35
27,Yes,Non-Travel,1385,Research & Development,18,4,Medical,1,835,4,Female,74,1,4,Laboratory Technician,4,Married,3181,24080,0,Y,Yes,19,3,2,80,0,2,1,4,6,5,8,5
20,No,Travel_Rarely,877,Research & Development,13,3,Technical Degree,1,836,4,Male,37,2,3,Laboratory Technician,4,Married,4010,9610,2,Y,No,17,3,2,80,0,34,3,4,32,29,8,28
58,No,Travel_Rarely,777,Sales,11,3,Human Resources,1,837,3,Male,91,3,3,Manager,1,Married,12546,13873,3,Y,Yes,11,2,3,80,0,16,0,4,5,4,6,2
35,No,Travel_Rarely,111,Research & Development,9,3,Life Sciences,1,838,4,Female,50,3,3,Research Scientist,4,Single,5437,21128,0,Y,No,11,3,4,80,1,28,2,3,17,15,1,13
53,No,Travel_Rarely,259,Research & Development,14,1,Life Sciences,1,839,2,Female,93,3,1,Manufacturing Director,4,Married,6956,28084,3,Y,No,16,3,2,80,0,19,2,3,21,17,2,15
39,No,Travel_Rarely,969,Sales,8,4,Other,1,840,4,Female,59,4,4,Manager,2,Married,16582,26021,0,Y,Yes,19,1,3,80,1,40,2,3,38,36,5,36
51,No,Travel_Rarely,885,Research & Development,21,4,Life Sciences,1,841,3,Female,65,4,4,Research Director,3,Married,9987,29913,2,Y,No,11,3,1,80,1,14,3,4,8,7,3,7
